23.1.2006	B-Date
eins	O
og	O
reyndar	O
stundum	O
áður	O
.	O

Í	O
fyrsta	O
þætti	O
mínum	O
í	O
haust	O
spurði	O
ég	O
um	O
nöfn	O
á	O
álftafjöðrum	O
sem	O
mér	O
höfðu	O
borist	O
spurnir	O
af	O
frá	O
heimildamanni	O
.	O

Lengi	O
vel	O
fékk	O
ég	O
lítil	O
viðbrögð	O
við	O
þeirri	O
fyrirspurn	O
,	O
a.m.k.	O
hvað	O
orðafar	O
snertir	O
,	O
en	O
nýlega	O
barst	O
mér	O
bréf	O
frá	O
konu	O
sem	O
ólst	O
upp	O
á	O
Snæfellsnesi	B-Location
upp	O
úr	O
miðri	O
20.	B-Date
öld	I-Date
og	O
hún	O
þekkti	O
tvö	O
þeirra	O
heita	O
sem	O
ég	O
hafði	O
nefnt	O
úr	O
bernsku	O
sinni	O
.	O

Annað	O
er	O
spaðfjöður	O
sem	O
hún	O
sagði	O
að	O
hafi	O
verið	O
tálguð	O
til	O
og	O
notuð	O
sem	O
skriffæri	O
og	O
bendir	O
það	O
til	O
þess	O
að	O
spaðfjaðrir	O
hafi	O
verið	O
nokkuð	O
stórar	O
.	O

Hitt	O
nafnið	O
sem	O
heimildakona	O
mín	O
nefndi	O
er	O
spík	O
;	O
það	O
var	O
minni	O
fjöður	O
sem	O
líka	O
var	O
tálguð	O
og	O
notuð	O
sem	O
tannstöngull	O
.	O

Hvorug	O
þessi	O
merking	O
er	O
í	O
útgefnum	O
orðabókum	O
og	O
litlar	O
sem	O
engar	O
heimildir	O
fann	O
ég	O
í	O
söfnum	O
Orðabókarinnar	B-Organization
svo	O
ef	O
eitthvað	O
rifjast	O
upp	O
fyrir	O
hlustendum	O
um	O
heiti	O
álftafjaðra	O
eftir	O
stærð	O
og	O
notkun	O
væri	O
mikill	O
fengur	O
að	O
upplýsingum	O
um	O
þau	O
.	O

Tvö	O
nöfn	O
til	O
viðbótar	O
sem	O
ég	O
hef	O
spurnir	O
af	O
eru	O
algilda	O
og	O
sniðfjöður	O
en	O
um	O
merkingu	O
þeirra	O
hef	O
ég	O
enga	O
vitneskju	O
.	O

Flestir	O
kannast	O
líklega	O
við	O
sagnasambandið	O
að	O
stóla	O
á	O
eða	O
stóla	O
uppá	O
(	O
eitthvað	O
eða	O
einhvern	O
)	O
í	O
merkingunni	O
'	O
að	O
treysta	O
eða	O
reiða	O
sig	O
á	O
(	O
eitthvað	O
eða	O
einhvern	O
)	O
'	O
sem	O
er	O
allalgengt	O
í	O
mæltu	O
máli	O
.	O

Aftur	O
á	O
móti	O
trúi	O
ég	O
að	O
færri	O
þekki	O
nafnorð	O
af	O
sama	O
meiði	O
sem	O
mér	O
var	O
bent	O
á	O
fyrir	O
skömmu	O
,	O
orðið	O
uppástól	O
.	O

Heimildamaður	O
minn	O
hafði	O
rekist	O
á	O
það	O
í	O
gömlu	O
bréfi	O
þar	O
sem	O
sagði	O
:	O
«	O
Það	O
er	O
mitt	O
«	O
uppástól	O
»	O
að	O
ég	O
geti	O
skrifað	O
ykkur	O
...	O
»	O
o.s.frv.	O

Orðið	O
hef	O
ég	O
ekki	O
fundið	O
í	O
útgefnum	O
orðabókum	O
en	O
tvö	O
dæmi	O
eru	O
í	O
ritmálssafni	O
Orðabókarinnar	B-Organization
,	O
bæði	O
úr	O
ritum	O
Halldórs	B-Person
Laxness	I-Person
.	O

Ég	O
minnist	O
þess	O
ekki	O
að	O
hafa	O
nokkru	O
sinni	O
heyrt	O
nafnorðið	O
uppástól	O
en	O
þætti	O
gaman	O
að	O
heyra	O
hvort	O
einhverjum	O
er	O
það	O
tamt	O
eða	O
þekkir	O
það	O
úr	O
máli	O
fólks	O
í	O
kringum	O
sig	O
.	O

Á	O
undanförnum	O
árum	O
hef	O
ég	O
af	O
og	O
til	O
spurt	O
um	O
orð	O
úr	O
spilamáli	O
og	O
yfirleitt	O
fengið	O
mikil	O
og	O
góð	O
viðbrögð	O
við	O
þeim	O
fyrirspurnum	O
.	O

Langar	O
mig	O
nú	O
enn	O
að	O
róa	O
á	O
þau	O
mið	O
.	O

Mörg	O
spilaorð	O
eiga	O
rætur	O
að	O
rekja	O
til	O
lombers	O
sem	O
var	O
vinsælt	O
spil	O
í	O
eina	O
tíð	O
og	O
er	O
enn	O
spilað	O
af	O
ýmsum	O
.	O

Þau	O
eru	O
mörg	O
bundin	O
þessu	O
eina	O
spili	O
en	O
hafa	O
sum	O
náð	O
út	O
fyrir	O
það	O
og	O
eru	O
notuð	O
í	O
spilum	O
almennt	O
,	O
a.m.k.	O
að	O
einhverju	O
marki	O
.	O

Það	O
á	O
þó	O
líklega	O
ekki	O
við	O
um	O
orðið	O
sem	O
ég	O
fékk	O
nýverið	O
fyrirspurn	O
um	O
og	O
ætla	O
að	O
varpa	O
áfram	O
til	O
hlustenda	O
,	O
orðið	O
koðradilla	O
-	O
koðradilla	O
,	O
og	O
langaði	O
fyrirspyrjandann	O
fyrst	O
og	O
fremst	O
að	O
vita	O
hvernig	O
það	O
væri	O
notað	O
.	O

Orðið	O
er	O
ekki	O
í	O
útgefnum	O
orðabókum	O
og	O
í	O
söfnum	O
Orðabókar	B-Organization
Háskólans	I-Organization
eru	O
einungis	O
örfá	O
dæmi	O
.	O

Það	O
eina	O
sem	O
gagn	O
var	O
að	O
með	O
tilliti	O
til	O
notkunar	O
var	O
gömul	O
umsögn	O
í	O
talmálssafni	O
sem	O
hljómar	O
svo	O
:	O
,	O
,	O
að	O
verða	O
korðadilla	O
,	O
það	O
er	O
að	O
fá	O
aðeins	O
tvo	O
eða	O
þrjá	O
slagi	O
í	O
eigin	O
sóló	O
,	O
það	O
þótti	O
háðung	O
»	O
.	O

Sóló	O
er	O
sögn	O
í	O
lomber	O
og	O
sambandið	O
að	O
verða	O
korðadilla	O
vísar	O
með	O
öðrum	O
orðum	O
til	O
taps	O
þess	O
sem	O
átti	O
sögnina	O
.	O

Væri	O
fengur	O
að	O
frekari	O
upplýsingum	O
um	O
orðið	O
og	O
notkun	O
þess	O
.	O

Til	O
gamans	O
má	O
bæta	O
því	O
við	O
að	O
lomberinn	O
er	O
ættaður	O
frá	O
Spáni	B-Location
og	O
barst	O
um	O
Frakkland	B-Location
til	O
Norður-Evrópu	B-Location
á	O
18.	B-Date
eða	O
19.	B-Date
öld	I-Date
.	O

Íslendingar	B-Miscellaneous
lærðu	O
hann	O
af	O
Dönum	B-Miscellaneous
og	O
spilið	O
varð	O
mjög	O
vinsælt	O
hér	O
,	O
einkum	O
á	O
fyrri	O
hluta	O
20.	B-Date
aldar	I-Date
.	O

Nafnið	O
er	O
komið	O
úr	O
spænsku	O
en	O
hefur	O
afbakast	O
nokkuð	O
á	O
leiðinni	O
;	O
spænska	O
orðið	O
hombre	O
merkir	O
«	O
maður	O
»	O
og	O
er	O
skrifað	O
með	O
h-i	O
þótt	O
það	O
heyrist	O
ekki	O
í	O
framburði	O
og	O
á	O
því	O
máli	O
heitir	O
spilið	O
þá	O
el	O
hombre	O
.	O

Í	O
frönsku	O
hefur	O
spænska	O
orðið	O
haldist	O
en	O
fengið	O
franskan	O
greini	O
,	O
l	O
'	O
hombre	O
,	O
og	O
þannig	O
kemur	O
það	O
til	O
Danaveldis	B-Location
og	O
er	O
enn	O
skrifað	O
á	O
franskan	O
máta	O
í	O
dönsku	O
.	O

Í	O
íslensku	O
hefur	O
l-ið	O
,	O
sem	O
upphaflega	O
var	O
greinir	O
,	O
aftur	O
á	O
móti	O
runnið	O
alveg	O
saman	O
við	O
orðstofninn	O
og	O
útkoman	O
er	O
hið	O
íslenska	O
heiti	O
lomber	O
.	O

Í	O
söfnum	O
Orðabókarinnar	B-Organization
eru	O
allmörg	O
dæmi	O
um	O
orðið	O
allt	O
frá	O
1859	B-Date
og	O
einungis	O
eitt	O
þeirra	O
sýnir	O
fransk	O
/	O
danska	O
ritháttinn	O
.	O

Orð	O
sem	O
tengjast	O
spilinu	O
eru	O
líka	O
mörg	O
af	O
erlendri	O
rót	O
en	O
hafa	O
sömuleiðis	O
afbakast	O
nokkuð	O
á	O
langri	O
leið	O
í	O
tíma	O
og	O
rúmi	O
,	O
a.m.k.	O
sum	O
hver	O
,	O
og	O
korðadilla	O
,	O
sem	O
ég	O
spurði	O
um	O
hér	O
á	O
undan	O
,	O
heitir	O
t.d.	O
kodille	O
[	O
ko	O
'	O
dilje	O
]	O
eða	O
[	O
ko	O
'	O
dile	O
]	O
á	O
dönsku	O
-	O
og	O
hefur	O
jafnvel	O
ummyndast	O
í	O
krokodille	O
eða	O
«	O
krókódíll	O
»	O
-	O
en	O
spænska	O
orðið	O
er	O
codillo	O
.	O

Í	O
síðasta	O
þætti	O
spurði	O
ég	O
um	O
orðið	O
kraðak	O
og	O
afbrigði	O
þess	O
.	O

Orðið	O
er	O
mörgum	O
tamt	O
og	O
svörin	O
sem	O
ég	O
hef	O
fengið	O
sýna	O
að	O
auk	O
myndarinnar	O
kraðak	O
eru	O
a.m.k.	O
kaðrak	O
og	O
krafak	O
þekktar	O
og	O
notaðar	O
.	O

Ekki	O
eru	O
svörin	O
þó	O
nægilega	O
mörg	O
til	O
að	O
hægt	O
sé	O
að	O
átta	O
sig	O
á	O
því	O
hvort	O
mismunandi	O
orðmyndir	O
séu	O
að	O
einhverju	O
leyti	O
bundnar	O
ólíkum	O
landshlutum	O
.	O

Margir	O
virðast	O
einkum	O
nota	O
þetta	O
um	O
fólk	O
eða	O
a.m.k.	O
lifandi	O
verur	O
,	O
s.s.	O
fisk	O
eða	O
fugl	O
,	O
og	O
svo	O
er	O
einnig	O
í	O
flestum	O
dæmunum	O
í	O
ritmálssafni	O
Orðabókarinnar	B-Organization
,	O
en	O
aðrir	O
tala	O
líka	O
um	O
kraðak	O
af	O
hlutum	O
,	O
eins	O
og	O
t.d.	O
netum	O
eða	O
veiðarfærum	O
.	O

Til	O
að	O
skýra	O
betur	O
mynd	O
okkar	O
af	O
orðinu	O
,	O
framburði	O
þess	O
og	O
notkun	O
,	O
væri	O
gott	O
að	O
heyra	O
frá	O
fleiri	O
hlustendum	O
sem	O
orðið	O
er	O
tamt	O
.	O

Síðast	O
spurði	O
ég	O
líka	O
um	O
orðmyndirnar	O
rimpa	O
,	O
rumpa	O
eða	O
rippa	O
eitthvað	O
saman	O
í	O
merkingunni	O
«	O
sauma	O
eitthvað	O
saman	O
á	O
grófgerðan	O
hátt	O
eða	O
í	O
flýti	O
»	O
.	O

Talsvert	O
barst	O
af	O
svörum	O
við	O
þessari	O
fyrirspurn	O
eins	O
og	O
hinni	O
fyrri	O
en	O
hér	O
er	O
sama	O
uppi	O
á	O
teningnum	O
,	O
til	O
þess	O
að	O
betur	O
sé	O
hægt	O
að	O
gera	O
sér	O
mynd	O
af	O
útbreiðslu	O
þessara	O
orðmynda	O
væri	O
fengur	O
að	O
því	O
að	O
heyra	O
frá	O
fleira	O
fólki	O
.	O

Mig	O
langar	O
líka	O
að	O
bæta	O
hér	O
við	O
annarri	O
spurningu	O
af	O
sama	O
toga	O
,	O
þ.e.a.s.	O
hvort	O
einhver	O
þekki	O
orðalagið	O
að	O
rumpa	O
einhverju	O
af	O
í	O
merkingunni	O
'	O
að	O
drífa	O
af	O
verk	O
eða	O
annað	O
í	O
snarhasti	O
»	O
.	O

Þessi	O
merking	O
sagnarinnar	O
rumpa	O
er	O
ekki	O
í	O
orðabókum	O
en	O
dæmi	O
er	O
um	O
hana	O
í	O
söfnum	O
Orðabókarinnar	B-Organization
og	O
sjálf	O
þykist	O
ég	O
kannast	O
ágætlega	O
við	O
hana	O
úr	O
mæltu	O
máli	O
.	O

Þætti	O
mér	O
fróðlegt	O
að	O
fá	O
frekari	O
vitneskju	O
um	O
þetta	O
orðalag	O
.	O

Munur	O
á	O
orðanotkun	O
og	O
merkingu	O
eftir	O
landshlutum	O
er	O
auðvitað	O
kunnuglegt	O
fyrirbæri	O
fyrir	O
hlustendur	O
þessa	O
þáttar	O
en	O
okkur	O
er	O
eigi	O
að	O
síður	O
tamt	O
að	O
tengja	O
slíkan	O
mun	O
frekar	O
við	O
fyrri	O
tíð	O
,	O
eða	O
a.m.k.	O
orð	O
sem	O
eiga	O
sér	O
langa	O
sögu	O
,	O
en	O
við	O
orð	O
frá	O
síðustu	O
árum	O
eða	O
áratugum	O
.	O

Landshlutabundinn	O
munur	O
í	O
máli	O
fólks	O
,	O
hvort	O
sem	O
er	O
í	O
framburði	O
,	O
orðmyndum	O
eða	O
notkun	O
og	O
merkingu	O
orða	O
,	O
á	O
vissulega	O
undir	O
högg	O
að	O
sækja	O
á	O
fjölmiðla-	O
og	O
upplýsingaöld	O
og	O
rannsóknir	O
hafa	O
sýnt	O
að	O
mörg	O
mállýskubundin	O
framburðarafbrigði	O
eru	O
mjög	O
á	O
undanhaldi	O
.	O

Hins	O
vegar	O
má	O
vera	O
að	O
munur	O
á	O
orðalagi	O
og	O
á	O
notkun	O
og	O
merkingu	O
einstakra	O
orða	O
milli	O
landshluta	O
sé	O
haldbetri	O
en	O
framburðarmunur	O
og	O
komi	O
jafnvel	O
fram	O
í	O
nýjum	O
orðum	O
og	O
orðalagi	O
,	O
t.d.	O
er	O
haft	O
fyrir	O
satt	O
,	O
a.m.k.	O
hér	O
syðra	O
,	O
að	O
gosdósir	O
heiti	O
baukar	O
á	O
Akureyri	B-Location
og	O
víðar	O
á	O
Norðurlandi	B-Location
,	O
þótt	O
ekki	O
viti	O
ég	O
um	O
útbreiðslu	O
þeirrar	O
merkingar	O
.	O

Hér	O
langar	O
mig	O
einungis	O
að	O
nefna	O
eitt	O
lítið	O
dæmi	O
sem	O
mér	O
var	O
bent	O
á	O
fyrir	O
nokkru	O
.	O

Reykvísk	O
kona	O
sem	O
bjó	O
um	O
skeið	O
á	O
Akureyri	B-Location
hafði	O
tekið	O
eftir	O
því	O
að	O
þar	O
merkti	O
orðið	O
raðhús	O
ekki	O
alveg	O
það	O
sama	O
og	O
í	O
Reykjavík	B-Location
.	O

Fyrir	O
norðan	O
er	O
það	O
notað	O
um	O
bygginguna	O
í	O
heild	O
og	O
hver	O
fjölskylda	O
býr	O
samkvæmt	O
því	O
í	O
raðhúsaíbúð	O
.	O

Þessu	O
til	O
staðfestingar	O
sendi	O
hún	O
mér	O
úrklippu	O
úr	O
blaði	O
þar	O
sem	O
sagt	O
var	O
frá	O
eldsvoða	O
í	O
slíkri	O
íbúð	O
í	O
Eyjafirði	B-Location
.	O

Ég	O
minnist	O
þess	O
aftur	O
á	O
móti	O
aldrei	O
að	O
hafa	O
heyrt	O
talað	O
um	O
raðhúsaíbúð	O
í	O
Reykjavík	B-Location
því	O
hér	O
táknar	O
orðið	O
raðhús	O
yfirleitt	O
bara	O
einn	O
hluta	O
byggingarinnar	O
,	O
híbýli	O
einnar	O
fjölskyldu	O
,	O
og	O
í	O
samræmi	O
við	O
það	O
er	O
yfirleitt	O
vísað	O
til	O
heildarinnar	O
sem	O
raðhúsalengju	O
.	O

Er	O
greinilegt	O
að	O
þetta	O
er	O
sú	O
notkun	O
sem	O
ritstjórar	O
Íslenskrar	B-Miscellaneous
orðabókar	I-Miscellaneous
þekkja	O
því	O
þar	O
er	O
raðhús	O
skýrt	O
sem	O
«	O
hús	O
sem	O
stendur	O
í	O
röð	O
sambyggðra	O
einbýlishúsa	O
»	O
.	O

Væri	O
forvitnilegt	O
að	O
heyra	O
viðbrögð	O
hlustenda	O
við	O
þessu	O
og	O
einnig	O
ef	O
þeir	O
kannast	O
við	O
svipaðan	O
mun	O
á	O
merkingu	O
annarra	O
orða	O
eða	O
á	O
orðanotkun	O
.	O

Læt	O
ég	O
þættinum	O
þar	O
með	O
lokið	O
í	O
dag	O
og	O
þakka	O
áheyrnina	O
.	O

Verið	O
þið	O
sæl	O
.	O

Íslenskt	O
mál	O
24.	B-Date
mars	I-Date
árið	O
2001	B-Date
Gunnlaugur	B-Person
Ingólfsson	I-Person

Góðir	O
hlustendur	O
:	O

Í	O
lok	O
síðasta	O
þáttar	O
spurði	O
ég	O
m.a.	O
um	O
orðin	O
vegprestur	O
og	O
akkónítum	O
í	O
orðasambandinu	O
hér	O
dugir	O
nú	O
ekkert	O
akkónítum	O
.	O

Ég	O
hef	O
fengið	O
nokkur	O
viðbrögð	O
við	O
þessum	O
spurningum	O
og	O
þakka	O
heimildarmönnum	O
svörin	O
og	O
mun	O
víkja	O
nokkru	O
nánar	O
að	O
þessum	O
orðum	O
hér	O
á	O
eftir	O
en	O
fyrst	O
vil	O
ég	O
fjalla	O
um	O
önnur	O
umræðuefni	O
.	O

Í	O
drauga-kafla	O
síðasta	O
þáttar	O
vakti	O
ég	O
upp	O
einn	O
drauginn	O
enn	O
.	O

Þá	O
gat	O
ég	O
þess	O
að	O
nokkrir	O
heimildarmenn	O
hefðu	O
talað	O
um	O
draug	O
í	O
hliði	O
.	O

Í	O
stað	O
hliðgrindar	O
er	O
þá	O
armur	O
eða	O
kross	O
eins	O
konar	O
sem	O
snýst	O
á	O
staur	O
eða	O
stólpa	O
mitt	O
á	O
milli	O
hliðstólpanna	O
og	O
veitir	O
þeim	O
sem	O
á	O
knýr	O
rúm	O
til	O
að	O
ganga	O
um	O
hliðið	O
.	O

Nokkur	O
dæmi	O
hafa	O
okkur	O
borist	O
um	O
þetta	O
orð	O
og	O
virðist	O
það	O
ekki	O
nýtt	O
af	O
nálinni	O
og	O
jafnvel	O
farið	O
að	O
fyrnast	O
yfir	O
notkun	O
þess	O
.	O

Í	O
talmálssafni	O
Orðabókar	B-Organization
Háskólans	I-Organization
voru	O
nokkur	O
dæmi	O
fyrir	O
um	O
þetta	O
orð	O
og	O
fáeinir	O
viðmælendur	O
hafa	O
getið	O
þess	O
að	O
undanförnu	O
.	O

Dæmin	O
í	O
talmálssafninu	O
eru	O
frá	O
síðustu	O
áratugum	O
,	O
hin	O
elstu	O
þeirra	O
eitthvað	O
um	O
aldarþriðjungs	O
gömul	O
.	O

Þau	O
sýna	O
að	O
svona	O
hlið	O
hafa	O
þá	O
tíðkast	O
víða	O
á	O
landinu	O
því	O
að	O
heimildarmenn	O
allt	O
austan	O
af	O
Fjörðum	B-Location
,	O
af	O
Suðurlandi	B-Location
,	O
í	O
Vestmannaeyjum	B-Location
og	O
vestur	O
um	O
norður	O
í	O
Húnaþing	B-Location
nefna	O
að	O
þeir	O
kannist	O
við	O
draug	O
í	O
hliði	O
.	O

Heimildarmenn	O
lýsa	O
þessu	O
eins	O
og	O
hér	O
var	O
gert	O
á	O
undan	O
sem	O
krosstré	O
eða	O
krossgrind	O
sem	O
snýst	O
í	O
hliðinu	O
.	O

Hins	O
vegar	O
á	O
þessi	O
draugur	O
,	O
þetta	O
draugs-orð	O
,	O
ekkert	O
skylt	O
við	O
miðstöðvar-drauginn	O
eða	O
steypumóts-drauginn	O
úr	O
fyrri	O
þáttum	O
.	O

Orðið	O
draugur	O
í	O
merkingunni	O
«	O
krossgrind	O
í	O
hliði	O
»	O
er	O
tökuorð	O
,	O
vísast	O
úr	O
dönsku	O
,	O
drejer	O
,	O
sem	O
haft	O
er	O
m.a.	O
um	O
snúningstæki	O
eða	O
-búnað	O
.	O

Aftur	O
á	O
móti	O
eru	O
hinir	O
draugarnir	O
,	O
í	O
miðstöðinni	O
og	O
skorsteininum	O
,	O
innlendrar	O
ættar	O
og	O
þar	O
er	O
á	O
ferðinni	O
sama	O
orðið	O
og	O
draugur	O
í	O
merkingunni	O
«	O
vofa	O
,	O
afturganga	O
;	O
svifaseinn	O
maður	O
»	O
o.fl.	O

Þetta	O
orð	O
er	O
ævafornt	O
og	O
á	O
sér	O
samsvaranir	O
að	O
formi	O
og	O
merkingu	O
í	O
skyldum	O
grannmálum	O
eins	O
og	O
færeysku	O
,	O
nýnorsku	O
og	O
eldri	O
dönsku	O
.	O

Enn	O
fremur	O
hefur	O
orðið	O
ratað	O
sem	O
tökuorð	O
inn	O
í	O
finnsku	O
og	O
lifir	O
þar	O
enn	O
í	O
merkingunni	O
«	O
dauður	O
maður	O
,	O
illur	O
andi	O
»	O
.	O

Þá	O
hafa	O
orðsifjafræðingar	O
tengt	O
þetta	O
orð	O
,	O
draugur	O
,	O
eða	O
stofn	O
þess	O
við	O
orð	O
í	O
forngermönskum	O
málum	O
,	O
eins	O
og	O
fornháþýsku	O
,	O
fornsaxnesku	O
og	O
fornensku	O
,	O
sem	O
merkja	O
«	O
tálsýn	O
,	O
blekking	O
,	O
svik	O
»	O
.	O

Auk	O
þessa	O
hafa	O
þeir	O
tengt	O
orðrótina	O
orðinu	O
draumur	O
og	O
enn	O
lengra	O
hafa	O
þeir	O
gengið	O
en	O
of	O
langt	O
mál	O
er	O
að	O
greina	O
frá	O
því	O
öllu	O
svo	O
að	O
vel	O
sé	O
og	O
verður	O
því	O
látið	O
staðar	O
numið	O
að	O
sinni	O
.	O

Í	O
síðasta	O
þætti	O
drap	O
ég	O
á	O
áttatáknanir	O
og	O
hafði	O
þá	O
góð	O
orð	O
um	O
að	O
koma	O
að	O
því	O
efni	O
nokkru	O
nánar	O
innan	O
tíðar	O
.	O

Enn	O
fremur	O
gat	O
ég	O
þess	O
að	O
heimildir	O
á	O
þessu	O
sviði	O
hefðu	O
borist	O
nokkuð	O
misjafnlega	O
eftir	O
landshlutum	O
og	O
saknaði	O
þar	O
t.d.	O
fróðleiks	O
í	O
þessum	O
efnum	O
af	O
Suðaustur-	B-Location
,	O
Suðurlandi	B-Location
og	O
Vestfjörðum	B-Location
.	O

Enn	O
sem	O
komið	O
er	O
hefur	O
lítið	O
úr	O
þessu	O
ræst	O
en	O
vonandi	O
stendur	O
það	O
til	O
bóta	O
.	O

---	O
ég	O
mun	O
þá	O
gera	O
nokkra	O
grein	O
fyrir	O
því	O
efni	O
sem	O
borist	O
hefur	O
undanfarið	O
af	O
þeim	O
svæðum	O
þar	O
sem	O
undirtektir	O
hafa	O
verið	O
bestar	O
og	O
byrja	O
á	O
Austurlandi	B-Location
.	O

Sumt	O
af	O
þessu	O
hefur	O
komið	O
fram	O
áður	O
en	O
ekki	O
verður	O
með	O
hægu	O
móti	O
sneitt	O
hjá	O
endurtekningum	O
ef	O
reyna	O
á	O
að	O
gefa	O
nokkra	O
heildarmynd	O
af	O
þessu	O
á	O
einstökum	O
svæðum	O
.	O

Þrír	O
heimildarmenn	O
í	O
Suður-Múlasýslu	B-Location
,	O
einn	O
í	O
Breiðdal	B-Location
og	O
tveir	O
í	O
Berufirði	B-Location
,	O
hafa	O
gert	O
nokkra	O
grein	O
fyrir	O
áttatáknunum	O
á	O
sínum	O
slóðum	O
,	O
þ.e.	O
um	O
sunnanverða	O
Austfirði	B-Location
.	O

Í	O
Breiðdal	B-Location
eru	O
andstæðar	O
áttir	O
austur	O
og	O
suður	O
þegar	O
um	O
lengri	O
vegalengdir	O
er	O
að	O
ræða	O
.	O

Talað	O
er	O
um	O
að	O
fara	O
austur	O
á	O
Stöðvarfjörð	B-Location
og	O
Fáskrúðsfjörð	B-Location
,	O
en	O
hins	O
vegar	O
suður	O
í	O
Berufjörð	B-Location
,	O
suður	O
á	O
Djúpavog	B-Location
,	O
suður	O
í	O
Lón	B-Location
.	O

Þessar	O
áttir	O
eru	O
þó	O
nálægt	O
því	O
að	O
vera	O
norðaust-	O
og	O
suðvestlægar	O
.	O

Enn	O
fremur	O
nefndi	O
heimildarmaður	O
að	O
úr	O
Breiðdal	B-Location
væri	O
farið	O
upp	O
í	O
Hérað	B-Location
,	O
þ.e.	O
Fljótsdalshérað	B-Location
,	O
en	O
um	O
einstaka	O
staði	O
á	O
Héraði	B-Location
hefði	O
gjarnan	O
verið	O
sagt	O
að	O
fara	O
t.d.	O
upp	O
að	O
Eiðum	B-Location
,	O
upp	O
að	O
Hallormsstað	B-Location
.	O

Innan	O
sveitar	O
hafi	O
svo	O
verið	O
talað	O
um	O
út	O
í	O
áttina	O
að	O
sjó	O
,	O
t.d.	O
út	O
að	O
Eydölum	B-Location
.	O

Tveir	O
heimildarmenn	O
í	O
Berufirði	B-Location
hafa	O
lýst	O
í	O
stórum	O
dráttum	O
áttatáknunum	O
þar	O
.	O

Þeim	O
ber	O
saman	O
við	O
Breiðdælinginn	B-Miscellaneous
um	O
að	O
austur	O
og	O
suður	O
séu	O
gagnstæðar	O
áttir	O
í	O
áttatáknunarkerfinu	O
.	O

Talað	O
er	O
um	O
að	O
vera	O
,	O
eiga	O
heima	O
sunnan	O
við	O
fjörð	O
,	O
austan	O
eða	O
eystra	O
megin	O
.	O

Sagt	O
er	O
að	O
fara	O
upp	O
í	O
Breiðdal	B-Location
og	O
upp	O
á	O
Breiðdalsvík	B-Location
.	O

Síðan	O
er	O
,	O
eins	O
og	O
í	O
Breiðdal	B-Location
,	O
talað	O
um	O
að	O
fara	O
austur	O
á	O
Stöðvarfjörð	B-Location
,	O
Fáskrúðsfjörð	B-Location
,	O
Reyðarfjörð	B-Location
og	O
jafnvel	O
alla	O
leið	O
austur	O
á	O
Seyðisfjörð	B-Location
.	O

Talað	O
er	O
um	O
að	O
fara	O
suður	O
í	O
Álftafjörð	B-Location
og	O
Lón	B-Location
,	O
suður	O
á	O
Höfn	B-Location
í	O
Hornafirði	B-Location
og	O
síðan	O
áfram	O
suður	O
,	O
suður	O
á	O
land	O
.	O

Um	O
Fljótsdalshérað	B-Location
er	O
sagt	O
að	O
fara	O
upp	O
í	O
eða	O
upp	O
á	O
Hérað	B-Location
og	O
upp	O
á	O
Jökuldal	B-Location
.	O

Innan	O
fjarðar	O
er	O
t.d.	O
talað	O
um	O
að	O
fara	O
út	O
á	O
Djúpavog	B-Location
og	O
síðan	O
út	O
í	O
Papey	B-Location
ef	O
því	O
er	O
að	O
skipta	O
.	O

Þetta	O
yfirlit	O
sýnir	O
,	O
eins	O
og	O
áður	O
hefur	O
komið	O
fram	O
,	O
að	O
á	O
hluta	O
Austfjarða	B-Location
eru	O
orðin	O
austur	O
og	O
suður	O
notuð	O
til	O
að	O
tákna	O
gagnstæðar	O
áttir	O
þó	O
að	O
réttar	O
áttir	O
séu	O
fremur	O
til	O
norðausturs	O
og	O
suðvesturs	O
.	O

Heimildarmenn	O
á	O
þessu	O
svæði	O
nota	O
áttatáknunina	O
austur	O
á	O
þennan	O
hátt	O
alla	O
leið	O
til	O
Seyðisfjarðar	B-Location
og	O
táknunina	O
suður	O
í	O
Lón	B-Location
og	O
Hornafjörð	B-Location
og	O
síðan	O
suður	O
úr	O
.	O

Hins	O
vegar	O
hefur	O
ekki	O
komið	O
fram	O
hversu	O
víða	O
,	O
þ.e.	O
á	O
hve	O
stóru	O
svæði	O
á	O
Austfjörðum	B-Location
,	O
þessar	O
áttatáknanir	O
eru	O
notaðar	O
,	O
nánar	O
tiltekið	O
hversu	O
langt	O
austur	O
annars	O
vegar	O
og	O
hversu	O
langt	O
suður	O
hins	O
sú	O
málvenja	O
nær	O
að	O
nota	O
austur	O
og	O
suður	O
sem	O
gagnstæðar	O
áttir	O
.	O

Því	O
væri	O
fróðlegt	O
að	O
heyra	O
í	O
fólki	O
á	O
svæðinu	O
frá	O
Stöðvarfirði	B-Location
til	O
Fjarðabyggðar	B-Location
annars	O
vegar	O
og	O
úr	O
Hamarsfirði	B-Location
suður	O
í	O
Lón	B-Location
hins	O
vegar	O
hvers	O
konar	O
áttatáknunarkerfi	O
það	O
hafi	O
vanist	O
að	O
nota	O
.	O

Ég	O
hyggst	O
svo	O
halda	O
áfram	O
með	O
þetta	O
síðar	O
og	O
fikra	O
mig	O
þá	O
upp	O
á	O
Hérað	B-Location
og	O
síðan	O
áfram	O
norður	O
